FECHA DE LA INSPECCIÓN;DISTRITO;DIRECCIÓN;MOTIVO;EPÍGRAFE DE ACTIVIDAD;PROGRAMA
28/04/2021;ARGANZUELA;CL MENDEZ ALVARO 64;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
20/07/2021;ARGANZUELA;CL MENDEZ ALVARO 64;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
17/02/2021;ARGANZUELA;CL BATALLA DEL SALADO 24;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
17/02/2021;ARGANZUELA;CL BATALLA DEL SALADO 24;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
28/04/2021;ARGANZUELA;CL BOLIVAR 18;PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
19/05/2021;ARGANZUELA;CL FERROCARRIL 21;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
03/02/2021;ARGANZUELA;CL MANUEL ALEIXANDRE 6;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
20/08/2021;ARGANZUELA;PO IMPERIAL 25;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
15/09/2021;ARGANZUELA;PO IMPERIAL 25;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
26/08/2021;ARGANZUELA;PO IMPERIAL 19;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
29/01/2021;ARGANZUELA;CL TORRES MIRANDA 15;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
17/08/2021;ARGANZUELA;PO JUAN ANTONIO VALLEJO-NAJERA BOTAS 51;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
10/09/2021;ARGANZUELA;PO JUAN ANTONIO VALLEJO-NAJERA BOTAS 51;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
18/03/2021;ARGANZUELA;PO SANTA MARIA DE LA CABEZA 88;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
31/05/2021;ARGANZUELA;CL ANCORA 15;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
04/06/2021;ARGANZUELA;CL MANUEL ALEIXANDRE 2;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
07/05/2021;ARGANZUELA;CL EMBAJADORES 177;NO PROGRAMADA;472403 - COM.MENOR PASTELE., CONFIT., REPOST. C/OBRADOR-BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
07/05/2021;ARGANZUELA;CL EMBAJADORES 177;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
10/03/2021;ARGANZUELA;PO DELICIAS 39;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
08/06/2021;ARGANZUELA;PO DELICIAS 39;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
08/06/2021;ARGANZUELA;PO DELICIAS 39;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
18/03/2021;ARGANZUELA;CL ANCORA 8;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
04/06/2021;ARGANZUELA;CL ANCORA 8;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
14/07/2021;ARGANZUELA;CL ANCORA 8;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
16/09/2021;ARGANZUELA;CL DELICIAS 27;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
16/03/2021;ARGANZUELA;CL TENIENTE CORONEL NOREÑA 28;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
13/09/2021;ARGANZUELA;CL TOLEDO 122;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
29/01/2021;ARGANZUELA;CL PALOS DE LA FRONTERA 42;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
30/03/2021;ARGANZUELA;CL PALOS DE LA FRONTERA 42;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
05/04/2021;ARGANZUELA;CL PALOS DE LA FRONTERA 42;NO PROGRAMADA;561002 - RESTAURANTES DE COMIDA RAPIDA;RESTAURACIÓN COLECTIVA
29/04/2021;ARGANZUELA;CL CACERES 21;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
29/04/2021;ARGANZUELA;CL CACERES 21;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
28/06/2021;ARGANZUELA;AV PLANETARIO 1;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
28/06/2021;ARGANZUELA;AV PLANETARIO 1;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
28/06/2021;ARGANZUELA;AV PLANETARIO 1;NO PROGRAMADA;472905 - COMERCIO AL POR MENOR DE CONGELADOS;COMERCIO MINORISTA ALIMENTACIÓN
28/06/2021;ARGANZUELA;AV PLANETARIO 1;NO PROGRAMADA;472405 - COMERCIO MENOR PASTELERIA, CONFITERIA, REPOSTER. SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
28/06/2021;ARGANZUELA;AV PLANETARIO 1;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
06/05/2021;ARGANZUELA;CL JUAN DE VERA 31;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
23/03/2021;ARGANZUELA;CL BRONCE 13;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
01/02/2021;ARGANZUELA;PO YESERIAS 15;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
13/04/2021;ARGANZUELA;PO YESERIAS 15;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
10/02/2021;ARGANZUELA;CL MIGUEL ARREDONDO 4;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
13/05/2021;ARGANZUELA;CL MIGUEL ARREDONDO 4;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
01/06/2021;ARGANZUELA;CL MIGUEL ARREDONDO 4;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
27/04/2021;ARGANZUELA;CL CACERES 18;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
27/04/2021;ARGANZUELA;CL CACERES 18;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
08/07/2021;ARGANZUELA;CL CACERES 18;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
08/07/2021;ARGANZUELA;CL CACERES 18;NO PROGRAMADA;472404 - COM.MENOR PASTELE.,CONFIT.,REPOST. C/OBRADOR,S/BARRA DEGUST.;COMERCIO MINORISTA ALIMENTACIÓN
17/05/2021;ARGANZUELA;CL JAIME EL CONQUISTADOR 31;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
17/05/2021;ARGANZUELA;CL JAIME EL CONQUISTADOR 31;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
09/07/2021;ARGANZUELA;CL JAIME EL CONQUISTADOR 31;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
09/07/2021;ARGANZUELA;CL JAIME EL CONQUISTADOR 31;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
09/03/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
09/03/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
08/06/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
08/06/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
10/06/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
15/07/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
21/07/2021;ARGANZUELA;PZ RUTILIO GACIS 5;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
21/06/2021;ARGANZUELA;CL EROS 7;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
05/03/2021;ARGANZUELA;CL EMBAJADORES 220;NO PROGRAMADA;472905 - COMERCIO AL POR MENOR DE CONGELADOS;COMERCIO MINORISTA ALIMENTACIÓN
05/03/2021;ARGANZUELA;CL EMBAJADORES 220;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
05/03/2021;ARGANZUELA;CL EMBAJADORES 220;NO PROGRAMADA;472101 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
05/03/2021;ARGANZUELA;CL EMBAJADORES 220;NO PROGRAMADA;472204 - COMERCIO AL POR MENOR DE CARNICERIA-SALCHICHERIA;COMERCIO MINORISTA ALIMENTACIÓN
05/03/2021;ARGANZUELA;CL EMBAJADORES 220;NO PROGRAMADA;472205 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
23/09/2021;ARGANZUELA;CL ESTRELLA HADAR 1;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
19/07/2021;ARGANZUELA;CL EROS 16;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
12/04/2021;ARGANZUELA;PO SANTA MARIA DE LA CABEZA 41;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
12/04/2021;ARGANZUELA;PO SANTA MARIA DE LA CABEZA 41;NO PROGRAMADA;472206 - COMERCIO AL POR MENOR DE AVES, HUEVOS Y CAZA SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
22/04/2021;RETIRO;CL DOCTOR ESQUERDO 63;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
22/04/2021;RETIRO;CL DOCTOR ESQUERDO 63;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
22/06/2021;RETIRO;CL DOCTOR ESQUERDO 63;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
22/06/2021;RETIRO;CL DOCTOR ESQUERDO 63;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
22/09/2021;RETIRO;CL DOCTOR ESQUERDO 63;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
22/09/2021;RETIRO;CL DOCTOR ESQUERDO 63;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
03/03/2021;RETIRO;CL LOPE DE RUEDA 39;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
07/04/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
07/04/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
27/04/2021;RETIRO;CL VALDERRIBAS 30;NO PROGRAMADA;472301 - COMERCIO MENOR PESCADOS Y MARISC.C/ OBRADOR(INCLUYE COCCION);COMERCIO MINORISTA ALIMENTACIÓN
19/01/2021;RETIRO;CL FERNAN GONZALEZ 51;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
28/01/2021;RETIRO;CL FERNAN GONZALEZ 51;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
26/05/2021;RETIRO;PO VENEZUELA 1;PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
26/05/2021;RETIRO;PO VENEZUELA 1;NO PROGRAMADA;472904 - COMERCIO AL POR MENOR DE HELADOS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
26/05/2021;RETIRO;PO VENEZUELA 3;NO PROGRAMADA;563005 - BAR SIN COCINA;RESTAURACIÓN COLECTIVA
29/04/2021;RETIRO;CL LIRA 8;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
25/05/2021;RETIRO;CL LIRA 8;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
27/05/2021;RETIRO;CL ALFONSO XII 0;NO PROGRAMADA;47800101 - SITUADOS: HELADOS Y/O BEBIDAS REFRESCANTES;COMERCIO MINORISTA ALIMENTACIÓN
26/04/2021;RETIRO;CL LEON GIL DE PALACIO 5;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
27/05/2021;RETIRO;CL LEON GIL DE PALACIO 5;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
23/03/2021;RETIRO;PZ DOCTOR LAGUNA 5;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
22/01/2021;RETIRO;CL IBIZA 68;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
27/05/2021;RETIRO;PO INFANTA ISABEL 11;NO PROGRAMADA;47800101 - SITUADOS: HELADOS Y/O BEBIDAS REFRESCANTES;COMERCIO MINORISTA ALIMENTACIÓN
30/06/2021;RETIRO;PZ CONDE DE CASAL 5;NO PROGRAMADA;47800101 - SITUADOS: HELADOS Y/O BEBIDAS REFRESCANTES;COMERCIO MINORISTA ALIMENTACIÓN
20/05/2021;RETIRO;PQ EL RETIRO 0;NO PROGRAMADA;47800101 - SITUADOS: HELADOS Y/O BEBIDAS REFRESCANTES;COMERCIO MINORISTA ALIMENTACIÓN
15/03/2021;RETIRO;CL POETA ESTEBAN DE VILLEGAS 20;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
02/06/2021;RETIRO;CL CERRO DE LA PLATA 3;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
23/06/2021;RETIRO;CL VALDERRIBAS 30;NO PROGRAMADA;472201 - COMERCIO AL POR MENOR DE CARNICERIA;COMERCIO MINORISTA ALIMENTACIÓN
19/01/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 76;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
10/02/2021;RETIRO;CL JUAN DE URBIETA 14;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
22/03/2021;RETIRO;CL ANTONIO NEBRIJA 9;NO PROGRAMADA;562902 - SERVICIOS COMEDOR EN CENTROS EDUCATIVOS Y CEN. DE CUID.INFAN;RESTAURACIÓN COLECTIVA
18/06/2021;RETIRO;CL JOSE SANCHEZ PESCADOR 2;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
17/08/2021;RETIRO;CL JOSE SANCHEZ PESCADOR 2;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
13/05/2021;RETIRO;AV CIUDAD DE BARCELONA 85;NO PROGRAMADA;562903 - SERVICIOS DE COMEDOR EN CENTROS PARA MAYORES;RESTAURACIÓN COLECTIVA
12/05/2021;RETIRO;CL ESTRELLA POLAR 18;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
15/02/2021;RETIRO;PO REINA CRISTINA 6;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
22/06/2021;RETIRO;CL JUAN ESPLANDIU 5;NO PROGRAMADA;471902 - COMERCIO MENOR PRODUCTOS PRECIO UNICO, BAZARES Y ASIMILABLES;COMERCIO MINORISTA ALIMENTACIÓN
04/03/2021;RETIRO;CL FRANCISCO ABRIL 11;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
17/06/2021;RETIRO;AV MENENDEZ PELAYO 105;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
28/09/2021;RETIRO;AV MENENDEZ PELAYO 105;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
29/04/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
29/04/2021;RETIRO;CL IBIZA 8;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
09/03/2021;RETIRO;CL IBIZA 25;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
09/03/2021;RETIRO;CL IBIZA 25;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
20/05/2021;RETIRO;CL IBIZA 25;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
18/03/2021;RETIRO;CL SIRIO 54;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
24/06/2021;RETIRO;CL SIRIO 54;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
22/06/2021;RETIRO;CL JUAN ESPLANDIU 15;NO PROGRAMADA;561006 - CAFETERIA;RESTAURACIÓN COLECTIVA
05/08/2021;RETIRO;AV CIUDAD DE BARCELONA 113;NO PROGRAMADA;551001 - HOTELES Y MOTELES CON RESTAURANTE;RESTAURACIÓN COLECTIVA
05/08/2021;RETIRO;AV CIUDAD DE BARCELONA 113;NO PROGRAMADA;551001 - HOTELES Y MOTELES CON RESTAURANTE;RESTAURACIÓN COLECTIVA
17/02/2021;RETIRO;CL DOCTOR ESQUERDO 184;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
28/01/2021;RETIRO;CL DOCE DE OCTUBRE 11;NO PROGRAMADA;471101 - COM.MEN.ESTAB.NO ESPEC.C/PREDOMIN.ALIM.Y BEB.(AUTOSERVICIO);COMERCIO MINORISTA ALIMENTACIÓN
28/01/2021;RETIRO;CL DOCE DE OCTUBRE 11;NO PROGRAMADA;472102 - COMERCIO AL POR MENOR DE FRUTAS Y HORTALIZAS SIN OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
28/01/2021;RETIRO;CL DOCE DE OCTUBRE 11;NO PROGRAMADA;472401 - COMERCIO MENOR PAN Y PRODUC.PANADERIA Y BOLLERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
28/01/2021;RETIRO;CL DOCE DE OCTUBRE 11;NO PROGRAMADA;472905 - COMERCIO AL POR MENOR DE CONGELADOS;COMERCIO MINORISTA ALIMENTACIÓN
04/02/2021;RETIRO;AV CIUDAD DE BARCELONA 95;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
16/03/2021;RETIRO;AV CIUDAD DE BARCELONA 95;NO PROGRAMADA;561004 - BAR RESTAURANTE;RESTAURACIÓN COLECTIVA
10/02/2021;RETIRO;CL DOCTOR ESQUERDO 177;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
17/02/2021;RETIRO;CL SECO 12;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
28/05/2021;RETIRO;CL SECO 12;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
31/03/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 63;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
31/03/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 63;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
31/03/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 63;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
08/06/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 63;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
08/06/2021;RETIRO;CL ALCALDE SAINZ DE BARANDA 63;NO PROGRAMADA;561001 - RESTAURANTE;RESTAURACIÓN COLECTIVA
15/03/2021;RETIRO;CL VALDERRIBAS 12;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
09/04/2021;RETIRO;CL VALDERRIBAS 12;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
06/05/2021;RETIRO;CL TITULCIA 17;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
28/04/2021;RETIRO;CL DOCTOR ESQUERDO 166;NO PROGRAMADA;471104 - COM.MENOR PRODUCTOS ALIMENTICIOS NO PERECEDEROS ENVASADOS;COMERCIO MINORISTA ALIMENTACIÓN
14/05/2021;RETIRO;CL DOCTOR ESQUERDO 166;NO PROGRAMADA;471902 - COMERCIO MENOR PRODUCTOS PRECIO UNICO, BAZARES Y ASIMILABLES;COMERCIO MINORISTA ALIMENTACIÓN
15/04/2021;RETIRO;CL REYES MAGOS 8;NO PROGRAMADA;561005 - BAR CON COCINA;RESTAURACIÓN COLECTIVA
08/04/2021;RETIRO;AV MENENDEZ PELAYO 17;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
13/05/2021;RETIRO;AV MENENDEZ PELAYO 17;NO PROGRAMADA;472407 - ESTABLECIMIENTOS DE VENTA DE PLATOS PREPARADOS CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
15/02/2021;RETIRO;AV CIUDAD DE BARCELONA 99;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
08/03/2021;RETIRO;AV CIUDAD DE BARCELONA 99;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
16/04/2021;RETIRO;AV CIUDAD DE BARCELONA 99;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
07/06/2021;RETIRO;CL LOPE DE RUEDA 41;NO PROGRAMADA;472908 - COMERCIO MENOR MASAS Y PATATAS FRITAS, CHURRERIA CON OBRADOR;COMERCIO MINORISTA ALIMENTACIÓN
18/06/2021;RETIRO;CL SANCHEZ BARCAIZTEGUI 34;NO PROGRAMADA;472911 - OTRO COM.MENOR PRODUCTOS ALIMENTICIOS C/VENDEDOR N.C.O.P.;COMERCIO MINORISTA ALIMENTACIÓN
